Name,Symbol,Start Date,Hist.,Category,From Currency,To Currency,Source,Full Name,Activity
US $ TO UK # 1MF (HSBC) DISC,MBGBP1F,1986/10/9,1986,Exchange Rates,United States Dollar,United Kingdom Pound,HSBC,United States Dollar to United Kingdom # 1MF (HSBC) Discontinued,Dead
US $ TO UK # 1YF (HSBC) DISC,MBGBPYF,1986/10/9,1986,Exchange Rates,United States Dollar,United Kingdom Pound,HSBC,United States Dollar to United Kingdom # 1YF (HSBC) Discontinued,Dead
US $ TO UK # 2MF (HSBC) DISC,MBGBP2F,1986/10/9,1986,Exchange Rates,United States Dollar,United Kingdom Pound,HSBC,United States Dollar to United Kingdom # 2MF (HSBC) Discontinued,Dead
US $ TO UK # 3MF (HSBC) DISC,MBGBP3F,1986/10/9,1986,Exchange Rates,United States Dollar,United Kingdom Pound,HSBC,United States Dollar to United Kingdom # 3MF (HSBC) Discontinued,Dead
US $ TO UK # 6MF (HSBC) DISC,MBGBP6F,1986/10/9,1986,Exchange Rates,United States Dollar,United Kingdom Pound,HSBC,United States Dollar to United Kingdom # 6MF (HSBC) Discontinued,Dead
US $ TO SWEDISH KRONA (JPM DISC,JPMERSD,1987/1/1,1987,Exchange Rates,United States Dollar,Swedish Krona,J.P. Morgan,United States Dollar to Swedish Krona (JP Morgan Discontinued,Dead
US $ TO US $ (JPM) DISC,JPMERUS,1987/1/1,1987,Exchange Rates,United States Dollar,United States Dollar,J.P. Morgan,United States Dollar to United States Dollar (JP Morgan) Discontinued,Dead
US $ TO ECU (BBI) DISC,BBXEUSP,1987/5/12,1987,Exchange Rates,United States Dollar,European Currency Unit,Barclays Bank PLC,United States Dollar to ECU (BBI) Discontinued,Dead
US $ TO ECU 1M FWD (BBI) DISC,BBXEU1F,1987/5/12,1987,Exchange Rates,United States Dollar,European Currency Unit,Barclays Bank PLC,United States Dollar to ECU 1 Month Forward (BBI) Discontinued,Dead
US $ TO ECU 1Y FWD (BBI) DISC,BBXEUYF,1987/5/12,1987,Exchange Rates,United States Dollar,European Currency Unit,Barclays Bank PLC,United States Dollar to ECU 1 Year Forward (BBI) Discontinued,Dead
US $ TO ECU 2M FWD (BBI) DISC,BBXEU2F,1987/5/12,1987,Exchange Rates,United States Dollar,European Currency Unit,Barclays Bank PLC,United States Dollar to ECU 2 Month Forward (BBI) Discontinued,Dead
US $ TO ECU 3M FWD (BBI) DISC,BBXEU3F,1987/5/12,1987,Exchange Rates,United States Dollar,European Currency Unit,Barclays Bank PLC,United States Dollar to ECU 3 Month Forward (BBI) Discontinued,Dead
US $ TO ECU 6M FWD (BBI) DISC,BBXEU6F,1987/5/12,1987,Exchange Rates,United States Dollar,European Currency Unit,Barclays Bank PLC,United States Dollar to ECU 6 Month Forward (BBI) Discontinued,Dead
US $ TO IRISH PUNT (JPM) DISC,JPMERIR,1987/12/1,1987,Exchange Rates,United States Dollar,Irish Pound,J.P. Morgan,United States Dollar to Irish Punt (JP Morgan) Discontinued,Dead
US $ TO FINNISH MARKKA JP DISC,JPMERFN,1987/12/28,1987,Exchange Rates,United States Dollar,Finnish Markka,J.P. Morgan,United States Dollar to Finnish Markka JP Discontinued,Dead
US $ TO S.AFRICAN RAND (JPM) DISC,JPMERSA,1987/12/31,1987,Exchange Rates,United States Dollar,South African Rand,J.P. Morgan,United States Dollar to S African Rand (JP Morgan) Discontinued,Dead
US $ TO BAHRAINI DINAR (RFV),BAHDNUS,1988/4/4,1988,Exchange Rates,United States Dollar,Bahraini Dinar,GTIS - FTID/TR,United States Dollar to Bahraini Dinar (Refinitiv),Active
US $ TO PUNT BOI DISC,IPUSDOL,1988/10/25,1988,Exchange Rates,United States Dollar,Irish Pound,Bank of Italy,United States Dollar to Punt BOI Discontinued,Dead
US $ TO CYPRUS # DISC,CYUSDSP,1989/1/2,1989,Exchange Rates,United States Dollar,Cyprian Pound,Refinitiv,United States Dollar to Cyprus # Discontinued,Dead
US $ INDEX 1990=100 DISC,JP9USNB,1989/9/5,1989,Exchange Rates,United States Dollar,United States Dollar,J.P. Morgan,United States Dollar Index 1990 = 100 Discontinued,Dead
US $ TO EURO (RFV),TDEURSP,1989/10/16,1989,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro (Refinitiv),Active
US $ TO GBP (RFV),TDGBPSP,1989/10/16,1989,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP (Refinitiv),Active
GUAM US $ TO UK ? (FT/RFV),GUAMUS$,1989/12/4,1989,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,Guam United States Dollar to United Kingdom Sterling (FT / Refinitiv),Active
PUERTO RICO US $ TO UK ? (FT/RFV),PTRICO$,1989/12/4,1989,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,Puerto Rico United States Dollar to United Kingdom Sterling (FT / Refinitiv),Active
TURKS & CAICOS US$ TO UK ? (FT/RFV),TKCAUS$,1989/12/4,1989,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,Turks and Caicos United States Dollar to United Kingdom Sterling (FT / Refinitiv),Active
VRGN ISLNDS(UK) US $ TO UK ? (FT/RFV),VIRGBR$,1989/12/4,1989,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,VRGN Islnds (United Kingdom) United States Dollar to United Kingdom Sterling (FT / Refinitiv),Active
VRGN ISLNDS(US) US $ TO UK ? (FT/RFV),VIRGUS$,1989/12/4,1989,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,VRGN Islnds (US) United States Dollar to United Kingdom Sterling (FT / Refinitiv),Active
US DOLLAR INDEX - CLOSE,USG6WIC,1990/1/2,1990,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,US Dollar Index - Close,Active
US $ TO AUSTRALIAN $ 1M FWD (RFV),TDAUD1M,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 1 Month Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 1W FWD (RFV),TDAUD1W,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 1 Week Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 1Y FWD (RFV),TDAUD1Y,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 1 Year Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 2M FWD (RFV),TDAUD2M,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 2 Month Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 3M FWD (RFV),TDAUD3M,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 3 Month Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 6M FWD (RFV),TDAUD6M,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 6 Month Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 9M FWD (RFV),TDAUD9M,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 9 Month Forward (Refinitiv),Active
US $ TO EURO 1M FWD (RFV),TDEUR1M,1990/5/25,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 1 Month Forward (Refinitiv),Active
US $ TO EURO 1W (RFV),TDEUR1W,1990/5/25,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 1 Week (Refinitiv),Active
US $ TO EURO 1Y FWD (RFV),TDEUR1Y,1990/5/25,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 1 Year Forward (Refinitiv),Active
US $ TO EURO 2M FWD (RFV),TDEUR2M,1990/5/25,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 2 Month Forward (Refinitiv),Active
US $ TO EURO 3M FWD (RFV),TDEUR3M,1990/5/25,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 3 Month Forward (Refinitiv),Active
US $ TO EURO 6M FWD (RFV),TDEUR6M,1990/5/25,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 6 Month Forward (Refinitiv),Active
US $ TO EURO 9M FWD (RFV),TDEUR9M,1990/5/25,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 9 Month Forward (Refinitiv),Active
US $ TO GBP 1M FWD (RFV),TDGBP1M,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 1 Month Forward (Refinitiv),Active
US $ TO GBP 1W FWD (RFV),TDGBP1W,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 1 Week Forward (Refinitiv),Active
US $ TO GBP 1Y FWD (RFV),TDGBP1Y,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 1 Year Forward (Refinitiv),Active
US $ TO GBP 2M FWD (RFV),TDGBP2M,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 2 Month Forward (Refinitiv),Active
US $ TO GBP 3M FWD (RFV),TDGBP3M,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 3 Month Forward (Refinitiv),Active
US $ TO GBP 6M FWD (RFV),TDGBP6M,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 6 Month Forward (Refinitiv),Active
US $ TO GBP 9M FWD (RFV),TDGBP9M,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 9 Month Forward (Refinitiv),Active
US $ TO GBP ON FWD (RFV),TDGBPON,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP On Forward (Refinitiv),Active
US $ TO GBP T/N FWD (RFV),TDGBPTN,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP Tomorrow Next Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 1M FWD (RFV),TDNZD1M,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 1 Month Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 1Y FWD (RFV),TDNZD1Y,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 1 Year Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 2M FWD (RFV),TDNZD2M,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 2 Month Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 3M FWD (RFV),TDNZD3M,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 3 Month Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 6M FWD (RFV),TDNZD6M,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 6 Month Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 9M FWD (RFV),TDNZD9M,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 9 Month Forward (Refinitiv),Active
USD TO AUD 1M FWD PTS,AUD1MFP,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 1 Month Forward PTS,Active
USD TO AUD 1Y FWD PTS,AUD1YFP,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 1 Year Forward PTS,Active
USD TO AUD 2M FWD PTS,AUD2MFP,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 2 Month Forward PTS,Active
USD TO AUD 3M FWD PTS,AUD3MFP,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 3 Month Forward PTS,Active
USD TO AUD 6M FWD PTS,AUD6MFP,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 6 Month Forward PTS,Active
USD TO AUD 9M FWD PTS,AUD9MFP,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 9 Month Forward PTS,Active
USD TO AUD SW FWD PTS,AUDSWFP,1990/5/25,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar SW Forward PTS,Active
USD TO EUR 1M FWD PTS,EUR1MFP,1990/5/25,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 1 Month Forward PTS,Active
USD TO EUR 2M FWD PTS,EUR2MFP,1990/5/25,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 2 Month Forward PTS,Active
USD TO EUR SW FWD PTS,EURSWFP,1990/5/25,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro SW Forward PTS,Active
USD TO GBP ON FWD PTS,GBPONFP,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP On Forward PTS,Active
USD TO GBP SW FWD PTS,GBPSWFP,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP SW Forward PTS,Active
USD TO GBP TN FWD PTS,GBPTNFP,1990/5/25,1990,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP TN Forward PTS,Active
USD TO NZD 1M FWD PTS,NZD1MFP,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 1 Month Forward PTS,Active
USD TO NZD 1Y FWD PTS,NZD1YFP,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 1 Year Forward PTS,Active
USD TO NZD 2M FWD PTS,NZD2MFP,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 2 Month Forward PTS,Active
USD TO NZD 3M FWD PTS,NZD3MFP,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 3 Month Forward PTS,Active
USD TO NZD 6M FWD PTS,NZD6MFP,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 6 Month Forward PTS,Active
USD TO NZD 9M FWD PTS,NZD9MFP,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 9 Month Forward PTS,Active
USD TO NZD SW FWD PTS,NZDSWFP,1990/5/25,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD SW Forward PTS,Active
US $ TO AUSTRALIAN $ TN FWD (RFV),TDAUDTN,1990/7/19,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar TN Forward (Refinitiv),Active
USD TO AUD TN FWD PTS,AUDTNFP,1990/7/19,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar TN Forward PTS,Active
US $ TO NEW ZEALAND $ TN FWD (RFV),TDNZDTN,1990/11/23,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar TN Forward (Refinitiv),Active
US$TOARGENTN.RS(SEE ARGENUS) DISC,ARUSDSP,1990/11/23,1990,Exchange Rates,United States Dollar,Argentine Peso,Refinitiv,United States Dollar Toargentn RS (See Argenus) Discontinued,Dead
USD TO NZD TN FWD PTS,NZDTNFP,1990/11/23,1990,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD TN Forward PTS,Active
US $ TO AUSTRALIAN $ O/N FWD (RFV),TDAUDON,1990/12/20,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar Overnight Forward (Refinitiv),Active
USD TO AUD ON FWD PTS,AUDONFP,1990/12/20,1990,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar On Forward PTS,Active
US $ TO EURO SYNTHET IC (FTSE/WMR),USEURFT,1990/12/31,1990,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro Synthet IC (FTSE / WMR),Active
USD TO NZD ON FWD PTS,NZDONFP,1991/10/8,1991,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD On Forward PTS,Active
US $ TO EURO T/N FWD (RFV),TDEURTN,1991/12/4,1991,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro Tomorrow Next Forward (Refinitiv),Active
USD TO EUR TN FWD PTS,EURTNFP,1991/12/4,1991,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro TN Forward PTS,Active
US $ TO 100 HUNG. FORINT (RFV),HUNGFUS,1991/12/6,1991,Exchange Rates,United States Dollar,Hungarian Forint,GTIS - FTID/TR,United States Dollar to 100 Hung Forint (Refinitiv),Active
US $ TO CZECH KORUNA (RFV),CZECKUS,1991/12/6,1991,Exchange Rates,United States Dollar,Czech Koruna,GTIS - FTID/TR,United States Dollar to Czech Koruna (Refinitiv),Active
US $ TO POLISH ZLOTY (RFV),POLZLUS,1991/12/6,1991,Exchange Rates,United States Dollar,Polish Zloty,GTIS - FTID/TR,United States Dollar to Polish Zloty (Refinitiv),Active
US $ TO POLISH ZLOTY OLD DISC,POLUS01,1991/12/6,1991,Exchange Rates,United States Dollar,Polish Zloty,Refinitiv,United States Dollar to Polish Zloty Old Discontinued,Dead
US $ TO EURO O/N FWD (RFV),TDEURON,1992/2/24,1992,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro Overnight Forward (Refinitiv),Active
USD TO EUR ON FWD PTS,EURONFP,1992/2/24,1992,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro On Forward PTS,Active
US $ TO SLOVAK KORUNA (GT DISC,LOVAKUS,1993/4/14,1993,Exchange Rates,United States Dollar,Slovak Koruna,GTIS - FTID/TR,United States Dollar to Slovak Koruna (GT Discontinued,Dead
US $ TO ECU NOON NY DISC,CUU$FR2,1993/10/1,1993,Exchange Rates,United States Dollar,European Currency Unit,"Federal Reserve, United States",United States Dollar to ECU Noon NY Discontinued,Dead
US $ TO IRISH PUNT NOON DISC,IPU$FR2,1993/10/1,1993,Exchange Rates,United States Dollar,Irish Pound,"Federal Reserve, United States",United States Dollar to Irish Punt Noon Discontinued,Dead
US $ TO UK ? 10AM NY,UKU$FR1,1993/10/5,1993,Exchange Rates,United States Dollar,United Kingdom Pound,Federal Reserve Bank of New York,United States Dollar to United Kingdom Sterling 10AM NY,Active
US $ TO IRISH PUNT 1M FWD(BBI) DISC,BBIEP1F,1993/10/29,1993,Exchange Rates,United States Dollar,Irish Pound,Barclays Bank PLC,United States Dollar to Irish Punt 1 Month Forward (BBI) Discontinued,Dead
US $ TO IRISH PUNT 1Y FWD(BBI) DISC,BBIEPYF,1993/10/29,1993,Exchange Rates,United States Dollar,Irish Pound,Barclays Bank PLC,United States Dollar to Irish Punt 1 Year Forward (BBI) Discontinued,Dead
US $ TO IRISH PUNT 2M FWD(BBI) DISC,BBIEP2F,1993/10/29,1993,Exchange Rates,United States Dollar,Irish Pound,Barclays Bank PLC,United States Dollar to Irish Punt 2 Month Forward (BBI) Discontinued,Dead
US $ TO IRISH PUNT 3M FWD(BBI) DISC,BBIEP3F,1993/10/29,1993,Exchange Rates,United States Dollar,Irish Pound,Barclays Bank PLC,United States Dollar to Irish Punt 3 Month Forward (BBI) Discontinued,Dead
US $ TO IRISH PUNT 6M FWD(BBI) DISC,BBIEP6F,1993/10/29,1993,Exchange Rates,United States Dollar,Irish Pound,Barclays Bank PLC,United States Dollar to Irish Punt 6 Month Forward (BBI) Discontinued,Dead
IRISH PUNT TO US$ (RFV),IPUNTEZ,1993/12/31,1993,Exchange Rates,United States Dollar,Irish Pound,Refinitiv,Irish Punt to United States Dollar (Refinitiv),Active
US $ TO AUSTRALIAN $ (WMR),AUSTDO$,1993/12/31,1993,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar (WMR),Active
US $ TO BOTSWANA PULA (WMR),BOTSWP$,1993/12/31,1993,Exchange Rates,United States Dollar,Botswana Pula,WM/Reuters,United States Dollar to Botswana Pula (WMR),Active
US $ TO ECU/EURO (WMR),ECURRS$,1993/12/31,1993,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to ECU / Euro (WMR),Active
US $ TO IRISH PUNT $(WMR),IPUNTE$,1993/12/31,1993,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt$ (WMR),Active
US $ TO NEW ZEALAND $ (WMR),NZDOLL$,1993/12/31,1993,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar (WMR),Active
PTAX USD - BRL ASK,BRUSBRA,1994/1/3,1994,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,Ptax USD - BRL Ask,Active
PTAX USD - BRL BID,BRUSBRB,1994/1/3,1994,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,Ptax USD - BRL Bid,Active
JPM US NEER NOMINAL,JPUSEEN,1994/1/4,1994,Exchange Rates,United States Dollar,United States Dollar,J.P. Morgan,JP Morgan US Neer Nominal,Active
JPM US REER CPI (2010=100),JPUSEEC,1994/1/4,1994,Exchange Rates,United States Dollar,United States Dollar,J.P. Morgan,JP Morgan US Reer CPI (2010 = 100),Active
JPM US REER PPI (2010=100),JPUSEEP,1994/1/4,1994,Exchange Rates,United States Dollar,United States Dollar,J.P. Morgan,JP Morgan US Reer PPI (2010 = 100),Active
US $ INDEX 2000=100 ( 'DEAD',JPMUSNN,1994/1/4,1994,Exchange Rates,United States Dollar,United States Dollar,J.P. Morgan,United States Dollar Index 2000 = 100 ('Dead',Dead
US $ INDEX 2000=100 ( 'DEAD',JPMUS1B,1994/1/4,1994,Exchange Rates,United States Dollar,United States Dollar,J.P. Morgan,United States Dollar Index 2000 = 100 ('Dead',Dead
US $ INDEX 2000=100 ( 'DEAD',JPMUSNB,1994/1/4,1994,Exchange Rates,United States Dollar,United States Dollar,J.P. Morgan,United States Dollar Index 2000 = 100 ('Dead',Dead
US DOLLAR INDEX - HIGH,USG6WIH,1994/1/13,1994,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,US Dollar Index - High,Active
US DOLLAR INDEX - LOW,USG6WIL,1994/1/13,1994,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,US Dollar Index - Low,Active
CAYMAN ISLAND DOLLAR TO US $ (RFV),TDKYDSP,1994/9/30,1994,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,Cayman Island Dollar to United States Dollar (Refinitiv),Active
AUSTRALIAN $ 1M FX VOLATILITY,FVAUD1M,1995/1/6,1995,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,Australian Dollar 1 Month FX Volatility,Active
AUSTRALIAN $ 1Y FX VOLATILITY,FVAUD1Y,1995/1/6,1995,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,Australian Dollar 1 Year FX Volatility,Active
AUSTRALIAN $ 2M FX VOLATILITY,FVAUD2M,1995/1/6,1995,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,Australian Dollar 2 Month FX Volatility,Active
AUSTRALIAN $ 2Y FX VOLATILITY,FVAUD2Y,1995/1/6,1995,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,Australian Dollar 2 Year FX Volatility,Active
AUSTRALIAN $ 3M FX VOLATILITY,FVAUD3M,1995/1/6,1995,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,Australian Dollar 3 Month FX Volatility,Active
AUSTRALIAN $ 6M FX VOLATILITY,FVAUD6M,1995/1/6,1995,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,Australian Dollar 6 Month FX Volatility,Active
AUSTRALIAN $ SPOT WEEK FX VOL,FVAUDSW,1995/1/6,1995,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,Australian Dollar Spot Week FX Volatility,Active
UK POUND STERLING 1M FX VOLATILITY,FVGBP1M,1995/1/6,1995,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United Kingdom Pound Sterling 1 Month FX Volatility,Active
UK POUND STERLING 1Y FX VOLATILITY,FVGBP1Y,1995/1/6,1995,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United Kingdom Pound Sterling 1 Year FX Volatility,Active
UK POUND STERLING 2M FX VOLATILITY,FVGBP2M,1995/1/6,1995,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United Kingdom Pound Sterling 2 Month FX Volatility,Active
UK POUND STERLING 3M FX VOLATILITY,FVGBP3M,1995/1/6,1995,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United Kingdom Pound Sterling 3 Month FX Volatility,Active
UK POUND STERLING 6M FX VOLATILITY,FVGBP6M,1995/1/6,1995,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United Kingdom Pound Sterling 6 Month FX Volatility,Active
UK POUND STERLING 9M FX VOLATILITY,FVGBP9M,1995/1/6,1995,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United Kingdom Pound Sterling 9 Month FX Volatility,Active
NOMINAL EER - BROAD,USBINXB,1996/4/11,1996,Exchange Rates,United States Dollar,-,Bank for International Settlements,Nominal EER - Broad,Active
US $ TO NEW ZEALAND $ 2Y FWD (RFV),TDNZD2Y,1996/11/15,1996,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 2 Year Forward (Refinitiv),Active
USD TO NZD 2Y FWD PTS,NZD2YFP,1996/11/15,1996,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 2 Year Forward PTS,Active
USD TO NZD 3Y FWD PTS,NZD3YFP,1996/11/15,1996,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 3 Year Forward PTS,Active
USD TO NZD 4Y FWD PTS,NZD4YFP,1996/11/15,1996,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 4 Year Forward PTS,Active
USD TO NZD 5Y FWD PTS,NZD5YFP,1996/11/15,1996,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 5 Year Forward PTS,Active
US $ TO GBP 2Y FWD (RFV),TDGBP2Y,1996/11/28,1996,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 2 Year Forward (Refinitiv),Active
US $ TO 1 EURO 1Y FWD (WMR),USXEUYF,1996/12/31,1996,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro 1 Year Forward (WMR),Active
US $ TO AUSTRALIAN $ 1M FWD (WMR),USAUD1F,1996/12/31,1996,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar 1 Month Forward (WMR),Active
US $ TO AUSTRALIAN $ 1Y FWD (WMR),USAUDYF,1996/12/31,1996,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar 1 Year Forward (WMR),Active
US $ TO AUSTRALIAN $ 2M FWD (WMR),USAUD2F,1996/12/31,1996,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar 2 Month Forward (WMR),Active
