DATE\UNIT,Australian dollar/Euro (EXR.D.AUD.EUR.SP00.A),Bulgarian lev/Euro (EXR.D.BGN.EUR.SP00.A),Brazilian real/Euro (EXR.D.BRL.EUR.SP00.A),Canadian dollar/Euro (EXR.D.CAD.EUR.SP00.A),Swiss franc/Euro (EXR.D.CHF.EUR.SP00.A),Chinese yuan renminbi/Euro (EXR.D.CNY.EUR.SP00.A),Cyprus pound/Euro (EXR.D.CYP.EUR.SP00.A),Czech koruna/Euro (EXR.D.CZK.EUR.SP00.A),Danish krone/Euro (EXR.D.DKK.EUR.SP00.A),Estonian kroon/Euro (EXR.D.EEK.EUR.SP00.A),UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A),Greek drachma/Euro (EXR.D.GRD.EUR.SP00.A),Hong Kong dollar/Euro (EXR.D.HKD.EUR.SP00.A),Croatian kuna/Euro (EXR.D.HRK.EUR.SP00.A),Hungarian forint/Euro (EXR.D.HUF.EUR.SP00.A),Indonesian rupiah/Euro (EXR.D.IDR.EUR.SP00.A),Israeli shekel/Euro (EXR.D.ILS.EUR.SP00.A),Indian rupee/Euro (EXR.D.INR.EUR.SP00.A),Iceland krona/Euro (EXR.D.ISK.EUR.SP00.A),Japanese yen/Euro (EXR.D.JPY.EUR.SP00.A),Korean won (Republic)/Euro (EXR.D.KRW.EUR.SP00.A),Lithuanian litas/Euro (EXR.D.LTL.EUR.SP00.A),Latvian lats/Euro (EXR.D.LVL.EUR.SP00.A),Maltese lira/Euro (EXR.D.MTL.EUR.SP00.A),Mexican peso/Euro (EXR.D.MXN.EUR.SP00.A),Malaysian ringgit/Euro (EXR.D.MYR.EUR.SP00.A),Norwegian krone/Euro (EXR.D.NOK.EUR.SP00.A),New Zealand dollar/Euro (EXR.D.NZD.EUR.SP00.A),Philippine peso/Euro (EXR.D.PHP.EUR.SP00.A),Polish zloty/Euro (EXR.D.PLN.EUR.SP00.A),Romanian leu/Euro (EXR.D.RON.EUR.SP00.A),Russian rouble/Euro (EXR.D.RUB.EUR.SP00.A),Swedish krona/Euro (EXR.D.SEK.EUR.SP00.A),Singapore dollar/Euro (EXR.D.SGD.EUR.SP00.A),Slovenian tolar/Euro (EXR.D.SIT.EUR.SP00.A),Slovak koruna/Euro (EXR.D.SKK.EUR.SP00.A),Thai baht/Euro (EXR.D.THB.EUR.SP00.A),Turkish lira/Euro (EXR.D.TRY.EUR.SP00.A),US dollar/Euro (EXR.D.USD.EUR.SP00.A),South African rand/Euro (EXR.D.ZAR.EUR.SP00.A)
2023/9/27,1.6541,1.9558,5.2716,1.4255,0.968,7.7031,,24.47,7.4566,,0.8681,,8.2397,,390.85,16385.43,4.0516,87.6505,144.9,157.2,1425.19,,,,18.5624,4.9603,11.361,1.7779,60.045,4.625,4.9745,,11.6255,1.4449,,,38.541,28.7668,1.0536,20.2216
2023/9/26,1.6539,1.9558,5.2721,1.4318,0.9675,7.7517,,24.411,7.4575,,0.8702,,8.2942,,388.88,16427.15,4.0511,88.2995,145.1,157.87,1430.12,,,,18.4816,4.9737,11.44,1.7782,60.456,4.6093,4.97,,11.654,1.45,,,38.549,28.919,1.0605,20.1387
2023/9/25,1.6544,1.9558,5.2516,1.4311,0.9676,7.7728,,24.377,7.4571,,0.86965,,8.3126,,391.08,16355.1,4.0438,88.377,145.5,158.08,1422.96,,,,18.3274,4.9816,11.43,1.7823,60.345,4.5893,4.968,,11.728,1.4524,,,38.396,28.9312,1.0633,19.941
2023/9/22,1.6496,1.9558,5.2295,1.4303,0.965,7.7766,,24.36,7.4557,,0.86795,,8.3262,,386.7,16369.76,4.0534,88.2975,145.3,157.87,1419.23,,,,18.266,4.9908,11.427,1.7833,60.43,4.5925,4.9686,,11.879,1.4529,,,38.287,28.9233,1.0647,19.997
2023/9/21,1.6617,1.9558,5.2092,1.4368,0.9628,7.7695,,24.437,7.4547,,0.86713,,8.3181,,387.78,16351.31,4.0515,88.3718,145.5,157.34,1426.05,,,,18.2401,4.9894,11.527,1.8004,60.536,4.627,4.9708,,11.926,1.4559,,,38.488,28.8448,1.0635,20.1522
2023/9/20,1.6498,1.9558,5.1982,1.4366,0.9601,7.8059,,24.388,7.4528,,0.8653,,8.3719,,383.7,16435.63,4.0754,88.9123,145.3,158.28,1420.39,,,,18.2287,5.0144,11.482,1.7946,60.703,4.6403,4.9716,,11.8803,1.4581,,,38.591,28.9339,1.0702,20.1592
2023/9/19,1.6566,1.9558,5.1914,1.4373,0.9595,7.8111,,24.432,7.4551,,0.86263,,8.3756,,383.25,16476.59,4.0725,89.1438,144.9,158.2,1418.98,,,,18.301,5.0308,11.4905,1.8022,60.684,4.6548,4.9698,,11.8845,1.4596,,,38.492,28.9603,1.0713,20.2829
2023/9/18,1.6575,1.9558,5.1905,1.44,0.9564,7.7796,,24.406,7.4551,,0.86141,,8.3386,,384.13,16389.03,4.081,88.8295,145.1,157.44,1413.49,,,,18.2252,4.9999,11.5688,1.8067,60.534,4.6383,4.969,,11.9872,1.4551,,,38.072,28.8108,1.0663,20.2948
2023/9/15,1.6498,1.9558,5.186,1.4409,0.9554,7.7561,,24.496,7.4573,,0.85878,,8.3416,,383.75,16379.21,4.0573,88.615,145.3,157.5,1415.78,,,,18.2275,4.9922,11.422,1.8008,60.612,4.6308,4.9698,,11.873,1.4524,,,38.145,28.7513,1.0658,20.2968
2023/9/14,1.6648,1.9558,5.2652,1.4505,0.9588,7.8093,,24.468,7.4601,,0.85995,,8.3998,,384.3,16475.95,4.1011,89.053,145.3,158.13,1422.44,,,,18.4079,5.0238,11.5038,1.8097,60.828,4.6275,4.9703,,11.95,1.4601,,,38.387,28.9191,1.073,20.3109
2023/9/13,1.6762,1.9558,5.313,1.4556,0.9589,7.8144,,24.487,7.4609,,0.8609,,8.3984,,384.35,16502.58,4.1014,89.0805,143.7,158.28,1426.24,,,,18.5223,5.023,11.4783,1.8188,60.899,4.6243,4.9673,,11.9475,1.4615,,,38.397,28.916,1.0733,20.33
2023/9/12,1.6682,1.9558,5.292,1.455,0.9561,7.8115,,24.605,7.4601,,0.85925,,8.3879,,385.08,16462.67,4.0739,88.826,143.7,157.42,1422.62,,,,18.5691,5.0105,11.454,1.815,60.689,4.66,4.971,,11.8875,1.4597,,,38.229,28.8155,1.0713,20.3284
2023/9/11,1.6655,1.9558,5.3205,1.4565,0.956,7.823,,24.508,7.4582,,0.8565,,8.3995,,384.1,16477.43,4.112,88.9735,143.7,157.16,1425.94,,,,18.8201,5.0129,11.424,1.81,60.837,4.6438,4.9635,,11.8795,1.4594,,,38.049,28.8196,1.0724,20.2681
2023/9/8,1.6743,1.9558,5.3238,1.4623,0.9543,7.8565,,24.452,7.4591,,0.85735,,8.3915,,385.7,16438.4,4.1162,88.861,143.3,157.84,1428.51,,,,18.7019,5.0057,11.422,1.8127,60.66,4.6213,4.963,,11.904,1.4605,,,38.042,28.739,1.0704,20.437
2023/9/7,1.6767,1.9558,5.333,1.4625,0.9557,7.8488,,24.37,7.4599,,0.859,,8.3961,,387.58,16413.08,4.1205,89.0955,143.9,157.7,1431.7,,,,18.6934,5.0107,11.4805,1.8193,60.822,4.5883,4.96,,11.9095,1.4613,,,38.128,28.7347,1.071,20.5218
2023/9/6,1.6801,1.9558,5.3502,1.4659,0.9561,7.8476,,24.217,7.4563,,0.85503,,8.4261,,389.15,16431.79,4.0902,89.341,143.9,158.18,1430.83,,,,18.8455,5.0222,11.492,1.8224,61.257,4.501,4.9603,,11.9105,1.4624,,,38.166,28.772,1.0745,20.6702
2023/9/5,1.6859,1.9558,5.3184,1.4652,0.9548,7.838,,24.161,7.4533,,0.85535,,8.4134,,386,16388.5,4.0724,89.0965,143.9,158.2,1431.25,,,,18.5186,5.006,11.5435,1.8297,61.21,4.489,4.9496,,11.9145,1.4614,,,38.079,28.7481,1.0731,20.6045
2023/9/4,1.6708,1.9558,5.3328,1.4686,0.9548,7.8528,,24.108,7.4527,,0.8555,,8.462,,383.05,16466.12,4.1201,89.3045,143.1,158.11,1423.17,,,,18.4356,5.0279,11.5005,1.817,61.144,4.4663,4.946,,11.901,1.4622,,,38.03,28.9242,1.0801,20.4602
2023/9/1,1.6737,1.9558,5.3495,1.4656,0.9574,7.8679,,24.118,7.4528,,0.85538,,8.5068,,383.73,16526.26,4.1163,89.697,142.5,157.47,1428.3,,,,18.5188,5.0397,11.486,1.8164,61.312,4.4685,4.9459,,11.896,1.464,,,37.916,28.9752,1.0844,20.2711
2023/8/31,1.6785,1.9558,5.3082,1.4721,0.9584,7.9196,,24.072,7.4523,,0.85718,,8.525,,380.13,16551.96,4.1293,89.9293,142.3,158.49,1439.56,,,,18.1866,5.0428,11.58,1.8259,61.545,4.4673,4.942,,11.843,1.4686,,,38.005,28.9848,1.0868,20.4199
2023/8/30,1.6814,1.9558,5.2877,1.4764,0.9568,7.9347,,24.107,7.4531,,0.8592,,8.5427,,379.85,16590.26,4.1347,90.0188,142.7,159.15,1442.07,,,,18.2478,5.0511,11.546,1.825,61.8,4.4728,4.942,,11.841,1.4723,,,38.145,29.119,1.0886,20.217
2023/8/29,1.6832,1.9558,5.2762,1.4722,0.9558,7.88,,24.163,7.4529,,0.8586,,8.477,,382.25,16483.22,4.1127,89.4335,141.9,158.93,1432.91,,,,18.1299,5.0185,11.5645,1.8307,61.307,4.472,4.9418,,11.882,1.4649,,,38.027,28.7651,1.0803,20.0496
2023/8/28,1.6839,1.9558,5.2633,1.4693,0.9559,7.8822,,24.138,7.453,,0.85815,,8.4789,,382.63,16523.27,4.108,89.304,142.3,158.35,1433.73,,,,18.0507,5.0306,11.5705,1.8283,61.281,4.4735,4.936,,11.9,1.4659,,,38.125,28.7045,1.0808,20.1598
2023/8/25,1.6809,1.9558,5.2524,1.4672,0.9564,7.8783,,24.117,7.4537,,0.85643,,8.477,,381.78,16521.11,4.0998,89.304,143.1,157.75,1430.58,,,,18.1243,5.0149,11.518,1.8248,61.227,4.469,4.939,,11.895,1.4641,,,37.898,28.6164,1.0808,20.1578
2023/8/24,1.6838,1.9558,5.2865,1.4686,0.9562,7.8934,,24.13,7.4539,,0.8565,,8.5009,,384.23,16525.58,4.0926,89.5195,143.1,157.96,1433.05,,,,18.244,5.0352,11.5775,1.8266,61.49,4.4768,4.9358,,11.9175,1.4681,,,37.962,28.5509,1.084,20.248
2023/8/23,1.684,1.9558,5.3306,1.4667,0.9524,7.8796,,24.132,7.4531,,0.85653,,8.4716,,383.33,16523.94,4.0916,89.3258,143.1,157.28,1448.26,,,,18.2457,5.0313,11.573,1.8224,61.351,4.4773,4.9408,,11.9061,1.4677,,,37.936,29.408,1.0805,20.2097
2023/8/22,1.6878,1.9558,5.3891,1.4716,0.9565,7.9387,,24,7.4535,,0.85288,,8.5328,,382.03,16699.27,4.1069,90.322,143.7,158.7,1454.59,,,,18.4223,5.0603,11.5195,1.8264,61.251,4.4643,4.9376,,11.863,1.4754,,,38.126,29.6136,1.0887,20.3932
2023/8/21,1.6995,1.9558,5.414,1.4723,0.9588,7.9456,,24.02,7.4524,,0.85475,,8.5488,,381.73,16718.49,4.1395,90.6615,143.7,159.15,1460.32,,,,18.5927,5.0706,11.5205,1.8407,61.543,4.4785,4.9406,,11.9095,1.4791,,,38.314,29.6305,1.0908,20.676
2023/8/18,1.6999,1.9558,5.4076,1.4733,0.9571,7.9197,,24.037,7.4514,,0.85493,,8.5105,,383.59,16647.16,4.1245,90.2825,143.7,158.11,1457.04,,,,18.5581,5.0504,11.58,1.835,61.226,4.4698,4.9448,,11.9383,1.4751,,,38.415,29.4535,1.0867,20.7133
2023/8/17,1.6931,1.9558,5.4127,1.4718,0.9555,7.9387,,24.078,7.4518,,0.85395,,8.5318,,384.73,16726.82,4.1125,90.4995,144.1,158.88,1458.28,,,,18.6156,5.0712,11.4985,1.8298,61.738,4.4718,4.9385,,11.8666,1.4793,,,38.542,29.5376,1.09,20.7417
2023/8/16,1.6895,1.9558,5.4276,1.4726,0.9605,7.9657,,24.06,7.452,,0.85645,,8.5466,,385.45,16685.26,4.0932,90.8435,144.1,159.07,1461.11,,,,18.6429,5.0536,11.453,1.8282,61.852,4.4528,4.9358,,11.828,1.4822,,,38.599,29.5411,1.0916,20.8671
2023/8/15,1.6888,1.9558,5.4295,1.4742,0.9586,7.9605,,24.138,7.4519,,0.85955,,8.5482,,388.48,16760.11,4.1156,91.0615,144.3,159.04,1460.7,,,,18.7129,5.065,11.4705,1.8305,62.124,4.4888,4.9395,,11.839,1.4829,,,38.667,29.5648,1.0926,20.9813
2023/8/14,1.6853,1.9558,5.3764,1.47,0.9608,7.9356,,24.038,7.4515,,0.86215,,8.5458,,382.78,16732.99,4.0694,90.818,144.7,158.68,1459.4,,,,18.6209,5.0464,11.434,1.8305,62.132,4.4395,4.9418,,11.8405,1.4813,,,38.474,29.5675,1.093,20.7881
2023/8/11,1.685,1.9558,5.3656,1.4791,0.9617,7.9584,,24.103,7.451,,0.86415,,8.6007,,382.8,16811.91,4.0994,91.097,144.7,158.97,1459.31,,,,18.7092,5.0475,11.4225,1.8299,62.175,4.4368,4.9407,,11.8075,1.485,,,38.547,29.7632,1.1004,20.7138
2023/8/10,1.6767,1.9558,5.3872,1.4764,0.9618,7.9434,,24.223,7.4512,,0.86313,,8.6127,,385.13,16720.23,4.0975,91.0983,144.5,158.43,1446.32,,,,18.7458,5.0368,11.1785,1.8123,61.82,4.4548,4.9432,,11.694,1.4826,,,38.583,29.7942,1.1019,20.687
2023/8/9,1.6779,1.9558,5.3664,1.474,0.9627,7.903,,24.293,7.4511,,0.8618,,8.5766,,388.44,16661.91,4.0753,90.8795,144.5,157.35,1441.47,,,,18.8106,5.0146,11.2063,1.8103,61.728,4.467,4.948,,11.7195,1.4761,,,38.361,29.6458,1.0968,20.8921
2023/8/8,1.6827,1.9558,5.397,1.4755,0.96,7.895,,24.24,7.4515,,0.86158,,8.5491,,388.5,16665.11,4.055,90.6614,144.9,156.55,1444.82,,,,18.8176,5.0151,11.295,1.8116,61.747,4.45,4.9498,,11.744,1.4766,,,38.348,29.5716,1.0944,20.687
2023/8/7,1.6715,1.9558,5.3609,1.4688,0.9625,7.8976,,24.224,7.4515,,0.86163,,8.5744,,389.5,16688.03,4.0335,90.8738,145.1,156.21,1436.38,,,,18.749,5.0076,11.1485,1.8004,61.654,4.4138,4.949,,11.6625,1.473,,,38.246,29.6575,1.0984,20.4371
2023/8/4,1.6694,1.9558,5.3729,1.4648,0.9598,7.8661,,24.26,7.4514,,0.86193,,8.5485,,391.73,16624.59,4.0347,90.73,144.9,156.11,1435.4,,,,18.9566,4.9859,11.1858,1.8009,61.073,4.4485,4.953,,11.7,1.4701,,,38.081,29.5436,1.0946,20.4214
2023/8/3,1.6748,1.9558,5.2996,1.4619,0.9579,7.8397,,24.034,7.4517,,0.86468,,8.5331,,390.85,16582.02,4.039,90.4965,144.7,156.24,1422.79,,,,18.8294,4.9795,11.2765,1.7985,60.744,4.4598,4.939,,11.7415,1.4678,,,37.852,29.4774,1.0932,20.37
2023/8/2,1.6691,1.9558,5.2561,1.4621,0.9642,7.8829,,23.929,7.4518,,0.86038,,8.5679,,386.88,16675.85,4.0158,90.675,144.7,156.88,1422.77,,,,18.5252,4.9916,11.1615,1.7961,60.603,4.4475,4.9341,,11.681,1.4693,,,37.651,29.6214,1.0985,20.1579
2023/8/1,1.6557,1.9558,5.2148,1.4569,0.961,7.862,,23.951,7.4518,,0.85865,,8.5508,,389.25,16587.01,4.0002,90.2555,144.3,156.85,1413.56,,,,18.4278,4.9568,11.211,1.7834,60.181,4.4303,4.9319,,11.6496,1.4641,,,37.578,29.5808,1.097,19.8749
2023/7/31,1.6436,1.9558,5.2031,1.4566,0.9619,7.8808,,23.9,7.4529,,0.85765,,8.5966,,386.93,16622.65,4.0714,90.669,144.3,156.73,1405.49,,,,18.4088,4.9703,11.1805,1.7773,60.522,4.407,4.9349,,11.5895,1.466,,,37.732,29.7126,1.1023,19.5511
2023/7/28,1.6508,1.9558,5.1996,1.4553,0.9554,7.8799,,24.028,7.4527,,0.8556,,8.5865,,383.26,16620.44,4.0717,90.501,144.9,153.35,1406.73,,,,18.3975,5.0145,11.168,1.7855,60.405,4.4113,4.9308,,11.5545,1.4653,,,37.852,29.6771,1.101,19.4309
2023/7/27,1.6383,1.9558,5.2667,1.4654,0.9542,7.951,,24.032,7.4518,,0.85885,,8.6787,,379.03,16691.35,4.129,91.1385,145.5,155.95,1422.98,,,,18.6688,5.0307,11.1275,1.7797,60.709,4.4265,4.93,,11.4985,1.4727,,,37.925,29.9773,1.1125,19.4838
2023/7/26,1.6401,1.9558,5.2401,1.462,0.9549,7.9109,,24.05,7.4517,,0.85695,,8.6308,,384.13,16639.98,4.0987,90.7231,145.5,155.3,1410.55,,,,18.6702,5.0313,11.2,1.7814,60.421,4.42,4.9288,,11.5313,1.4682,,,37.91,29.802,1.1059,19.5801
2023/7/25,1.6328,1.9558,5.2178,1.4562,0.9598,7.8915,,24.047,7.4515,,0.86148,,8.6336,,378.33,16607.03,4.0906,90.4445,145.7,156.18,1409.63,,,,18.5746,5.042,11.1605,1.7785,60.271,4.4263,4.9223,,11.495,1.4677,,,38.115,29.7848,1.1051,19.4256
2023/7/24,1.6469,1.9558,5.2981,1.4635,0.9595,7.9749,,24.139,7.4514,,0.8635,,8.6688,,378.38,16667.21,4.0136,90.78,146.3,156.47,1420.86,,,,18.7332,5.0736,11.1925,1.7888,60.59,4.446,4.924,,11.5495,1.4762,,,38.159,29.9078,1.1096,19.7927
2023/7/21,1.651,1.9558,5.3437,1.4668,0.963,7.986,,24.062,7.4508,,0.86706,,8.6946,,380.3,16714.72,4.0214,91.175,146.3,157.63,1429.52,,,,18.8531,5.0738,11.1775,1.7981,60.876,4.4583,4.9367,,11.5517,1.4792,,,38.23,29.962,1.1123,20.0385
2023/7/20,1.6416,1.9558,5.3665,1.4716,0.9635,8.024,,23.961,7.4508,,0.8692,,8.7465,,379.24,16777.66,4.0245,91.781,146.3,156.35,1423.23,,,,18.7998,5.0868,11.1555,1.7859,61.068,4.4513,4.938,,11.4795,1.4807,,,38.025,30.1351,1.1197,19.965
2023/7/19,1.6582,1.9558,5.3996,1.4795,0.9628,8.1014,,23.927,7.4507,,0.86918,,8.7612,,375,16830.56,4.0235,92.1095,146.5,156.76,1420.32,,,,18.8119,5.0976,11.266,1.7949,61.272,4.4508,4.944,,11.476,1.4875,,,38.329,30.2231,1.1222,20.1074
2023/7/18,1.6523,1.9558,5.4001,1.4862,0.9647,8.0745,,23.818,7.4509,,0.85838,,8.7918,,373.68,16864.46,4.073,92.3335,146.3,155.4,1419.52,,,,18.8029,5.1126,11.3395,1.7908,61.261,4.4458,4.938,,11.504,1.4866,,,38.436,30.3528,1.1255,20.1525
2023/7/17,1.6487,1.9558,5.396,1.4845,0.9652,8.0457,,23.757,7.4504,,0.85873,,8.775,,373.03,16842.79,4.0897,92.1073,146.9,155.38,1421.92,,,,18.8477,5.099,11.242,1.7727,61.125,4.4508,4.9414,,11.4873,1.4839,,,38.856,29.5517,1.123,20.2582
2023/7/14,1.635,1.9558,5.3847,1.4728,0.9649,8.0076,,23.777,7.4484,,0.8559,,8.7694,,374.55,16797.87,4.0499,92.1985,146.9,155.51,1423.03,,,,18.9497,5.0786,11.2105,1.7589,61.135,4.449,4.9439,,11.493,1.482,,,38.864,29.3872,1.1221,20.2032
2023/7/13,1.6299,1.9558,5.3747,1.4714,0.9644,8.0098,,23.752,7.4523,,0.85553,,8.7481,,375.15,16727.49,4.0378,91.7935,146.9,154.84,1418.67,,,,18.9248,5.128,11.248,1.758,60.78,4.4323,4.9433,,11.51,1.4816,,,38.667,29.2478,1.1182,20.2148
2023/7/12,1.6479,1.9558,5.3477,1.4574,0.9683,7.9274,,23.828,7.4524,,0.85378,,8.6268,,376.48,16608.8,4.045,90.7173,146.9,153.84,1420.8,,,,18.7485,5.1263,11.331,1.7818,60.463,4.4473,4.9495,,11.68,1.4751,,,38.434,28.8159,1.1022,20.3368
2023/7/11,1.6493,1.9558,5.3679,1.4588,0.9693,7.9143,,23.855,7.4529,,0.8511,,8.6023,,379.5,16678.24,4.0719,90.5655,146.9,154.27,1422.26,,,,18.7556,5.1181,11.452,1.7766,60.787,4.4563,4.949,,11.76,1.4748,,,38.209,28.6897,1.0989,20.4953
2023/7/10,1.6488,1.9558,5.3246,1.4552,0.9753,7.9291,,23.843,7.4512,,0.85733,,8.5783,,382.65,16655.6,4.0588,90.4985,147.3,155.73,1429.51,,,,18.7544,5.1165,11.5635,1.7707,60.996,4.4508,4.949,,11.8745,1.4773,,,38.477,28.59,1.0956,20.6523
2023/7/7,1.6416,1.9558,5.3527,1.4557,0.9754,7.8773,,23.945,7.4515,,0.85298,,8.5232,,388.33,16521.26,4.0428,90.0465,146.9,156.01,1421.91,,,,18.7883,5.0842,11.7085,1.7644,60.495,4.4838,4.9557,,11.9075,1.4717,,,38.358,28.383,1.0888,20.7915
2023/7/6,1.6308,1.9558,5.2926,1.4489,0.9757,7.882,,23.839,7.4493,,0.8531,,8.5239,,382.95,16420.93,4.0287,89.849,148.3,156.57,1419.79,,,,18.6009,5.0811,11.637,1.7532,60.543,4.4753,4.9504,,11.9045,1.4712,,,38.168,28.3543,1.0899,20.6276
2023/7/5,1.6329,1.9558,5.2933,1.4447,0.9782,7.8798,,23.775,7.4482,,0.85685,,8.5108,,378.4,16380.93,4.0239,89.5175,149.3,157.26,1415.29,,,,18.5602,5.062,11.6455,1.759,60.328,4.4558,4.9515,,11.8295,1.4714,,,37.979,28.3828,1.0879,20.3894
2023/7/4,1.6286,1.9558,5.2293,1.4403,0.9762,7.8646,,23.695,7.4479,,0.85673,,8.5314,,375.39,16357.26,4.0341,89.358,149.1,157.34,1414.61,,,,18.5663,5.0684,11.5958,1.7604,60.165,4.4215,4.9485,,11.812,1.4694,,,38.034,28.3858,1.0895,20.3147
2023/7/3,1.6383,1.9558,5.2083,1.4441,0.98,7.9007,,23.711,7.4468,,0.8598,,8.5402,,375.03,16412.6,4.0467,89.3225,149.5,157.81,1425.74,,,,18.661,5.0871,11.6945,1.7755,60.27,4.4385,4.9532,,11.833,1.4736,,,38.343,28.4225,1.0899,20.4435
2023/6/30,1.6398,1.9558,5.2788,1.4415,0.9788,7.8983,,23.742,7.4474,,0.85828,,8.5157,,371.93,16384.54,4.0486,89.2065,148.7,157.16,1435.88,,,,18.5614,5.0717,11.704,1.7858,60.082,4.4388,4.9635,,11.8055,1.4732,,,38.482,28.3193,1.0866,20.5785
2023/6/29,1.648,1.9558,5.3006,1.4503,0.9783,7.914,,23.686,7.4476,,0.864,,8.5713,,370.9,16408.12,4.0439,89.7065,149.1,157.74,1438.77,,,,18.6836,5.1097,11.7645,1.7937,60.46,4.4485,4.9638,,11.8175,1.479,,,38.928,28.4788,1.0938,20.4645
2023/6/28,1.6525,1.9558,5.294,1.4491,0.9822,7.9262,,23.683,7.4469,,0.8642,,8.5667,,371.73,16398.98,4.0212,89.7465,148.5,157.82,1434.33,,,,18.6835,5.1097,11.8395,1.7992,60.4,4.4763,4.9604,,11.795,1.4799,,,38.95,28.5166,1.0938,20.4828
2023/6/27,1.6369,1.9558,5.2311,1.4408,0.9789,7.8976,,23.609,7.4474,,0.8599,,8.5782,,368.5,16427.69,3.983,89.7945,148.9,157.14,1424.2,,,,18.7091,5.1097,11.7563,1.7739,60.547,4.4283,4.961,,11.7405,1.4767,,,38.602,28.5192,1.0951,20.2234
2023/6/26,1.6346,1.9558,5.2177,1.4354,0.9737,7.8972,,23.649,7.4458,,0.85878,,8.5481,,369.1,16438.22,3.9565,89.5565,148.9,156.41,1425.57,,,,18.6863,5.1025,11.708,1.769,60.863,4.4363,4.9561,,11.6825,1.4765,,,38.399,28.2813,1.0918,20.3145
2023/6/23,1.6285,1.9558,5.2235,1.438,0.9773,7.8141,,23.654,7.4485,,0.85479,,8.5216,,369.9,16337.69,3.9401,89.2205,148.9,155.84,1425.92,,,,18.7706,5.0899,11.8565,1.7758,60.696,4.4238,4.9538,,11.675,1.4726,,,38.323,27.4781,1.0884,20.3652
2023/6/22,1.6194,1.9558,5.2331,1.4463,0.9825,7.8866,,23.683,7.4486,,0.86115,,8.5987,,369.43,16425.99,3.9847,90.03,148.5,156.05,1424.62,,,,18.8431,5.1091,11.599,1.7698,61.133,4.4253,4.9631,,11.7224,1.4741,,,38.535,26.6249,1.0985,20.2575
2023/6/21,1.6154,1.9558,5.2273,1.4435,0.9803,7.8519,,23.763,7.4479,,0.85828,,8.551,,369.9,16330.8,3.9404,89.5765,148.3,154.89,1413.88,,,,18.7393,5.0737,11.747,1.7697,60.747,4.4328,4.9625,,11.7563,1.4678,,,38.056,25.7343,1.0923,20.0783
2023/6/20,1.612,1.9558,5.2376,1.4473,0.9808,7.8462,,23.756,7.4491,,0.85705,,8.556,,372.55,16410.11,3.9424,89.7525,149.1,154.51,1406.33,,,,18.6991,5.0729,11.7155,1.7714,60.763,4.4463,4.9629,,11.758,1.4688,,,37.981,25.7687,1.0933,19.9724
2023/6/19,1.5964,1.9558,5.2588,1.4411,0.9772,7.8182,,23.778,7.4498,,0.85268,,8.5379,,374.4,16381.19,3.9408,89.5125,149.1,154.94,1400.93,,,,18.6768,5.0542,11.6335,1.7625,60.883,4.457,4.9588,,11.6943,1.4646,,,37.987,25.825,1.0922,19.8497
2023/6/16,1.5941,1.9558,5.279,1.45,0.977,7.81,,23.817,7.4505,,0.85428,,8.5799,,373,16387.75,3.9024,89.7953,149.5,154.65,1397.67,,,,18.7771,5.0603,11.517,1.7591,61.246,4.4728,4.961,,11.5925,1.4647,,,37.953,25.9491,1.0966,19.9021
2023/6/15,1.5924,1.9558,5.2244,1.4415,0.9761,7.7491,,23.751,7.4523,,0.85555,,8.4661,,376.03,16208.51,3.881,88.9825,149.3,152.86,1387.6,,,,18.5832,5.0049,11.5025,1.7559,60.638,4.4693,4.9578,,11.6206,1.4543,,,37.693,25.6112,1.0819,19.9252
2023/6/14,1.5915,1.9558,5.2489,1.4378,0.9751,7.7363,,23.796,7.4529,,0.85455,,8.4645,,370.8,16100.2,3.8932,88.6945,148.7,151.21,1380.92,,,,18.6113,4.9954,11.476,1.7501,60.437,4.4553,4.956,,11.5605,1.4499,,,37.518,25.4895,1.0809,19.912
2023/6/13,1.5922,1.9558,5.2469,1.4403,0.9784,7.7167,,23.813,7.4524,,0.8585,,8.455,,371.13,16044.83,3.8536,88.863,149.5,150.62,1373.73,,,,18.6655,4.9831,11.6235,1.7564,60.252,4.475,4.9627,,11.64,1.4467,,,37.279,25.5471,1.0793,20.1087
2023/6/12,1.592,1.9558,5.2549,1.4357,0.9751,7.6888,,23.759,7.452,,0.85678,,8.4326,,368.15,15996.85,3.8627,88.733,149.5,150.03,1385.76,,,,18.5997,4.9734,11.634,1.754,60.326,4.4395,4.9568,,11.6185,1.4457,,,37.236,25.3874,1.0765,19.983
2023/6/9,1.6023,1.9558,5.2965,1.4362,0.9716,7.6839,,23.666,7.4505,,0.85795,,8.4493,,368.73,15996.72,3.8816,88.89,149.5,150.24,1391.11,,,,18.7356,4.9739,11.612,1.7627,60.426,4.4605,4.9566,,11.673,1.448,,,37.277,25.1244,1.078,20.1806
2023/6/8,1.6061,1.9558,5.2866,1.4342,0.9751,7.6541,,23.625,7.4498,,0.86113,,8.4126,,368.65,15979.46,3.9336,88.617,149.5,149.98,1399.86,,,,18.6188,4.9589,11.758,1.7696,60.228,4.4788,4.953,,11.648,1.446,,,37.408,25.0875,1.0737,20.3284
